heart_rate,spo2,temperature,humidity,noise,light,vibration,timestamp,hour,day_of_week,stress_index,env_risk,label
119,97,38.6,83,92,423,37,2026-03-23 02:11:00,2,0,156.8,267.7,1
72,96,35.6,80,35,560,37,2026-03-23 02:12:00,2,0,92.2,247.7,1
109,88,38.4,78,38,544,56,2026-03-23 02:13:00,2,0,141.0,251.2,1
68,86,39.1,42,44,387,18,2026-03-23 02:14:00,2,0,102.8,207.4,1
84,90,39.8,35,41,405,41,2026-03-23 02:15:00,2,0,115.0,206.8,1
65,98,37.4,39,84,178,40,2026-03-23 02:16:00,2,0,109.0,188.7,1
84,89,39.8,31,32,128,8,2026-03-23 02:17:00,2,0,102.1,143.1,1
109,97,39.8,34,64,246,57,2026-03-23 02:18:00,2,0,140.8,190.6,1
90,88,39.0,84,51,283,43,2026-03-23 02:19:00,2,0,128.4,212.3,1
70,92,38.0,49,44,147,57,2026-03-23 02:20:00,2,0,107.1,160.7,1
122,87,40.4,62,87,277,28,2026-03-23 02:21:00,2,0,169.0,228.1,1
64,96,36.2,86,73,399,21,2026-03-23 02:22:00,2,0,100.0,246.3,1
97,85,38.2,44,89,211,48,2026-03-23 02:23:00,2,0,159.0,202.9,1
123,88,38.5,39,78,101,28,2026-03-23 02:24:00,2,0,163.8,171.3,1
111,85,39.2,80,64,315,39,2026-03-23 02:25:00,2,0,155.0,226.2,1
71,92,39.6,45,67,385,60,2026-03-23 02:26:00,2,0,120.3,225.6,1
111,97,35.5,59,47,402,10,2026-03-23 02:27:00,2,0,119.8,213.8,1
122,93,36.4,43,80,510,71,2026-03-23 02:28:00,2,0,169.4,252.3,1
101,89,37.9,34,67,476,68,2026-03-23 02:29:00,2,0,151.2,234.9,1
69,99,39.2,61,85,290,74,2026-03-23 02:30:00,2,0,121.4,226.4,1
110,92,37.3,71,33,572,45,2026-03-23 02:31:00,2,0,130.0,247.6,1
88,85,35.7,53,71,576,42,2026-03-23 02:32:00,2,0,141.0,262.8,1
94,93,39.7,56,95,544,37,2026-03-23 02:33:00,2,0,144.3,282.7,1
91,86,40.4,38,40,453,41,2026-03-23 02:34:00,2,0,126.1,218.4,1
76,92,39.1,66,74,580,14,2026-03-23 02:35:00,2,0,114.0,279.0,1
83,93,38.8,34,65,591,36,2026-03-23 02:36:00,2,0,120.2,258.3,1
116,92,36.3,51,41,279,33,2026-03-23 02:37:00,2,0,135.2,182.6,1
92,95,37.4,80,93,237,68,2026-03-23 02:38:00,2,0,148.0,227.3,1
129,98,39.2,62,89,150,22,2026-03-23 02:39:00,2,0,157.3,201.7,1
68,89,38.4,36,89,272,29,2026-03-23 02:40:00,2,0,124.1,211.5,1
67,97,36.2,56,39,151,73,2026-03-23 02:41:00,2,0,99.5,157.9,1
72,97,38.2,89,83,260,5,2026-03-23 02:42:00,2,0,105.1,231.0,1
68,98,38.2,40,98,556,11,2026-03-23 02:43:00,2,0,109.7,276.2,1
98,86,38.7,41,98,293,74,2026-03-23 02:44:00,2,0,170.6,225.1,1
85,95,35.9,66,89,391,43,2026-03-23 02:45:00,2,0,132.9,245.3,1
116,94,38.6,49,86,396,23,2026-03-23 02:46:00,2,0,151.7,241.1,1
121,91,38.0,65,70,262,40,2026-03-23 02:47:00,2,0,157.3,209.9,1
80,93,37.1,57,60,402,64,2026-03-23 02:48:00,2,0,123.7,225.1,1
128,88,38.5,45,41,156,61,2026-03-23 02:49:00,2,0,159.2,159.4,1
74,91,38.9,58,35,317,35,2026-03-23 02:50:00,2,0,100.7,194.7,1
103,99,37.2,87,76,445,36,2026-03-23 02:51:00,2,0,132.7,260.1,1
64,86,38.6,78,43,424,78,2026-03-23 02:52:00,2,0,117.1,231.1,1
102,92,40.5,44,85,220,38,2026-03-23 02:53:00,2,0,147.5,206.5,1
84,88,37.1,41,47,539,44,2026-03-23 02:54:00,2,0,121.9,235.4,1
65,92,39.4,56,54,510,70,2026-03-23 02:55:00,2,0,112.0,246.6,1
113,90,37.3,59,96,409,78,2026-03-23 02:56:00,2,0,176.8,253.1,1
64,86,36.9,73,44,286,71,2026-03-23 02:57:00,2,0,115.5,198.3,1
60,86,38.6,53,52,504,52,2026-03-23 02:58:00,2,0,110.6,240.9,1
101,95,36.7,70,43,309,12,2026-03-23 02:59:00,2,0,113.4,200.3,1
122,97,40.5,51,92,119,12,2026-03-23 03:00:00,3,0,151.7,194.7,1
61,88,36.9,39,33,363,14,2026-03-23 03:01:00,3,0,87.5,189.0,1
71,93,36.6,61,98,272,39,2026-03-23 03:02:00,3,0,128.0,226.7,1
105,97,40.1,43,49,590,56,2026-03-23 03:03:00,3,0,129.8,254.0,1
111,93,36.8,37,58,578,60,2026-03-23 03:04:00,3,0,146.3,248.3,1
101,97,39.4,79,59,429,50,2026-03-23 03:05:00,3,0,129.8,245.4,1
96,95,40.3,41,40,227,48,2026-03-23 03:06:00,3,0,118.7,174.5,1
127,96,36.7,48,68,211,27,2026-03-23 03:07:00,3,0,149.7,187.2,1
104,92,37.3,61,34,274,25,2026-03-23 03:08:00,3,0,119.7,183.7,1
91,85,36.3,67,79,222,24,2026-03-23 03:09:00,3,0,142.0,205.8,1
111,96,37.2,73,63,267,57,2026-03-23 03:10:00,3,0,143.4,208.4,1
125,87,40.3,43,38,291,53,2026-03-23 03:11:00,3,0,154.4,186.9,1
118,97,37.8,85,93,104,11,2026-03-23 03:12:00,3,0,148.7,204.0,1
68,97,40.0,77,66,113,50,2026-03-23 03:13:00,3,0,106.9,187.3,1
100,97,35.8,64,96,313,62,2026-03-23 03:14:00,3,0,151.1,233.4,1
99,87,37.2,36,52,465,11,2026-03-23 03:15:00,3,0,128.0,221.8,1
61,98,36.7,47,80,131,61,2026-03-23 03:16:00,3,0,110.1,179.1,1
114,89,38.4,35,74,352,29,2026-03-23 03:17:00,3,0,153.4,216.5,1
109,90,38.9,64,37,593,57,2026-03-23 03:18:00,3,0,137.8,254.3,1
121,98,39.5,78,73,211,37,2026-03-23 03:19:00,3,0,147.4,211.3,1
66,94,36.9,59,76,151,41,2026-03-23 03:20:00,3,0,112.1,186.7,1
95,88,37.3,71,54,161,27,2026-03-23 03:21:00,3,0,129.1,180.1,1
87,99,37.1,41,57,323,32,2026-03-23 03:22:00,3,0,109.2,199.2,1
72,98,36.9,49,94,452,78,2026-03-23 03:23:00,3,0,131.0,254.5,1
103,96,37.7,75,77,187,24,2026-03-23 03:24:00,3,0,134.1,204.2,1
123,90,36.5,79,31,438,43,2026-03-23 03:25:00,3,0,141.8,221.8,1
101,89,38.8,89,37,440,10,2026-03-23 03:26:00,3,0,118.8,236.0,1
99,85,39.4,37,75,238,36,2026-03-23 03:27:00,3,0,150.0,197.4,1
128,93,38.9,32,56,588,48,2026-03-23 03:28:00,3,0,155.3,250.6,1
75,92,35.5,49,36,123,25,2026-03-23 03:29:00,3,0,97.5,145.3,1
94,87,37.9,77,36,141,50,2026-03-23 03:30:00,3,0,127.7,167.7,1
70,98,39.0,47,84,117,25,2026-03-23 03:31:00,3,0,108.5,183.7,1
129,86,37.5,31,36,345,6,2026-03-23 03:32:00,3,0,144.0,184.7,1
107,91,38.7,37,44,415,52,2026-03-23 03:33:00,3,0,136.7,209.7,1
76,86,36.1,88,35,419,25,2026-03-23 03:34:00,3,0,106.8,224.5,1
116,91,39.0,63,50,546,46,2026-03-23 03:35:00,3,0,145.1,253.7,1
119,94,36.0,43,66,183,59,2026-03-23 03:36:00,3,0,154.9,176.3,1
96,89,39.4,83,48,330,34,2026-03-23 03:37:00,3,0,127.5,219.9,1
61,96,39.5,66,57,255,67,2026-03-23 03:38:00,3,0,103.4,202.9,1
62,98,36.7,36,47,234,34,2026-03-23 03:39:00,3,0,86.3,171.1,1
74,91,36.2,30,44,310,78,2026-03-23 03:40:00,3,0,118.1,180.2,1
86,98,39.2,86,32,287,49,2026-03-23 03:41:00,3,0,102.5,201.2,1
63,86,38.2,54,72,485,54,2026-03-23 03:42:00,3,0,123.6,250.8,1
121,92,38.2,62,48,496,18,2026-03-23 03:43:00,3,0,138.2,240.2,1
116,97,37.2,65,46,422,69,2026-03-23 03:44:00,3,0,141.0,223.5,1
112,97,39.3,63,68,575,14,2026-03-23 03:45:00,3,0,132.3,272.7,1
80,93,36.8,65,78,190,58,2026-03-23 03:46:00,3,0,130.9,198.7,1
79,86,36.8,56,64,597,63,2026-03-23 03:47:00,3,0,135.1,265.8,1
65,93,39.8,46,39,189,42,2026-03-23 03:48:00,3,0,94.6,167.7,1
75,95,39.4,62,32,539,19,2026-03-23 03:49:00,3,0,89.2,240.0,1
63,94,37.1,87,48,571,8,2026-03-23 03:50:00,3,0,85.8,265.5,1
127,98,36.4,49,59,565,62,2026-03-23 03:51:00,3,0,152.7,251.6,1
119,97,38.3,85,56,164,10,2026-03-23 03:52:00,3,0,130.7,191.1,1
127,92,35.6,36,99,295,74,2026-03-23 03:53:00,3,0,185.3,217.5,1
124,85,39.8,32,46,353,59,2026-03-23 03:54:00,3,0,162.4,198.4,1
129,96,36.5,62,60,542,57,2026-03-23 03:55:00,3,0,156.3,254.4,1
69,86,38.0,60,83,323,7,2026-03-23 03:56:00,3,0,119.8,228.7,1
95,89,39.9,83,94,551,55,2026-03-23 03:57:00,3,0,156.0,297.3,1
84,94,36.6,52,62,490,15,2026-03-23 03:58:00,3,0,111.7,240.6,1
97,85,38.3,52,30,391,37,2026-03-23 03:59:00,3,0,126.2,201.8,1
121,97,37.9,47,84,463,79,2026-03-23 04:00:00,4,0,167.0,250.7,1
111,89,38.0,89,57,279,32,2026-03-23 04:01:00,4,0,143.4,216.2,1
97,91,35.5,56,84,359,19,2026-03-23 04:02:00,4,0,138.8,229.6,1
78,90,39.0,44,48,445,47,2026-03-23 04:03:00,4,0,115.5,222.6,1
123,99,37.4,79,37,274,16,2026-03-23 04:04:00,4,0,123.2,195.0,1
110,85,39.0,39,77,343,28,2026-03-23 04:05:00,4,0,157.4,220.0,1
88,99,36.7,75,60,334,45,2026-03-23 04:06:00,4,0,115.4,219.7,1
121,87,35.5,59,83,522,74,2026-03-23 04:07:00,4,0,180.0,263.0,1
109,90,37.6,68,74,107,13,2026-03-23 04:08:00,4,0,143.1,182.4,1
123,93,37.8,67,31,468,20,2026-03-23 04:09:00,4,0,130.4,224.4,1
80,92,39.6,75,91,581,58,2026-03-23 04:10:00,4,0,138.9,296.6,1
115,94,35.6,71,95,456,72,2026-03-23 04:11:00,4,0,170.1,264.4,1
60,85,35.8,63,84,378,29,2026-03-23 04:12:00,4,0,121.2,237.5,1
68,95,35.7,61,73,580,48,2026-03-23 04:13:00,4,0,112.8,269.0,1
109,85,38.3,88,99,391,35,2026-03-23 04:14:00,4,0,169.7,268.1,1
123,88,38.1,56,46,192,29,2026-03-23 04:15:00,4,0,148.1,174.8,1
123,98,38.4,48,44,166,31,2026-03-23 04:16:00,4,0,132.7,164.8,1
97,86,39.0,69,58,337,25,2026-03-23 04:17:00,4,0,135.1,220.5,1
114,96,40.0,60,63,534,25,2026-03-23 04:18:00,4,0,136.2,260.9,1
99,98,36.1,45,75,467,57,2026-03-23 04:19:00,4,0,136.8,240.6,1
115,97,39.7,45,37,314,19,2026-03-23 04:20:00,4,0,120.7,190.6,1
65,89,37.1,47,32,157,27,2026-03-23 04:21:00,4,0,92.6,151.5,1
65,95,36.5,79,72,488,49,2026-03-23 04:22:00,4,0,110.2,260.5,1
121,87,39.2,62,68,533,22,2026-03-23 04:23:00,4,0,156.9,263.6,1
99,85,39.8,53,38,417,74,2026-03-23 04:24:00,4,0,142.9,216.1,1
105,98,37.0,45,40,484,68,2026-03-23 04:25:00,4,0,127.4,221.3,1
71,91,39.9,78,85,373,22,2026-03-23 04:26:00,4,0,119.4,252.9,1
63,95,38.8,41,45,509,8,2026-03-23 04:27:00,4,0,82.8,231.4,1
112,94,37.0,37,94,595,5,2026-03-23 04:28:00,4,0,147.1,277.3,1
121,88,40.1,68,30,582,66,2026-03-23 04:29:00,4,0,149.6,251.6,1
71,86,35.8,74,64,571,77,2026-03-23 04:30:00,4,0,132.9,267.6,1
68,96,36.6,81,31,468,74,2026-03-23 04:31:00,4,0,98.1,229.0,1
115,99,37.6,49,91,249,52,2026-03-23 04:32:00,4,0,154.6,213.2,1
77,90,39.1,81,61,547,78,2026-03-23 04:33:00,4,0,130.5,270.8,1
76,89,36.9,50,54,124,68,2026-03-23 04:34:00,4,0,124.7,161.4,1
92,89,40.1,78,55,238,36,2026-03-23 04:35:00,4,0,128.4,205.3,1
79,98,36.2,51,75,566,76,2026-03-23 04:36:00,4,0,126.5,263.6,1
108,93,38.9,75,49,257,23,2026-03-23 04:37:00,4,0,128.3,201.0,1
108,92,39.3,67,57,221,53,2026-03-23 04:38:00,4,0,142.8,196.2,1
79,85,39.6,33,62,141,8,2026-03-23 04:39:00,4,0,119.1,167.3,1
118,92,36.1,86,55,298,47,2026-03-23 04:40:00,4,0,148.0,213.3,1
87,89,40.4,74,81,589,21,2026-03-23 04:41:00,4,0,132.9,292.3,1
115,97,38.5,76,55,356,18,2026-03-23 04:42:00,4,0,129.4,224.7,1
93,97,39.7,89,87,262,60,2026-03-23 04:43:00,4,0,140.4,237.2,1
129,95,40.0,45,35,288,53,2026-03-23 04:44:00,4,0,144.1,184.6,1
97,87,38.3,53,31,384,53,2026-03-23 04:45:00,4,0,128.5,201.6,1
62,96,39.1,36,66,511,64,2026-03-23 04:46:00,4,0,107.8,244.6,1
126,94,38.8,66,40,258,38,2026-03-23 04:47:00,4,0,141.2,190.2,1
86,85,39.7,65,69,294,53,2026-03-23 04:48:00,4,0,141.7,219.0,1
115,94,35.7,85,50,518,15,2026-03-23 04:49:00,4,0,130.5,252.5,1
74,91,35.8,48,98,387,23,2026-03-23 04:50:00,4,0,128.6,241.6,1
72,85,37.9,53,47,106,63,2026-03-23 04:51:00,4,0,122.5,156.4,1
60,92,39.7,51,62,564,66,2026-03-23 04:52:00,4,0,110.8,261.1,1
121,92,35.6,70,35,128,30,2026-03-23 04:53:00,4,0,135.3,156.3,1
116,91,35.8,57,89,331,55,2026-03-23 04:54:00,4,0,167.3,228.6,1
124,96,37.6,30,56,378,31,2026-03-23 04:55:00,4,0,142.5,205.0,1
110,90,38.1,46,71,142,29,2026-03-23 04:56:00,4,0,147.2,177.3,1
69,99,40.0,65,66,354,36,2026-03-23 04:57:00,4,0,100.5,229.5,1
70,96,39.3,65,59,409,57,2026-03-23 04:58:00,4,0,108.6,234.2,1
110,95,38.4,36,51,592,25,2026-03-23 04:59:00,4,0,128.5,248.9,1
68,94,39.0,79,40,115,73,2026-03-23 05:00:00,5,0,105.3,168.5,1
98,99,39.1,36,66,334,13,2026-03-23 05:01:00,5,0,116.8,209.2,1
93,98,40.3,39,79,401,69,2026-03-23 05:02:00,5,0,137.6,235.6,1
86,86,36.6,35,52,499,35,2026-03-23 05:03:00,5,0,126.3,226.9,1
101,91,36.6,81,88,500,57,2026-03-23 05:04:00,5,0,155.4,275.3,1
92,98,37.4,78,67,583,21,2026-03-23 05:05:00,5,0,116.4,277.3,1
92,91,37.9,42,43,368,53,2026-03-23 05:06:00,5,0,124.5,200.5,1
103,95,37.0,40,74,395,67,2026-03-23 05:07:00,5,0,147.0,224.8,1
68,99,38.4,89,61,527,32,2026-03-23 05:08:00,5,0,96.0,269.4,1
106,88,39.1,32,96,392,47,2026-03-23 05:09:00,5,0,164.9,239.8,1
103,93,36.8,88,73,447,62,2026-03-23 05:10:00,5,0,148.0,258.1,1
101,99,37.0,86,66,134,44,2026-03-23 05:11:00,5,0,128.5,190.0,1
80,86,38.8,86,90,542,48,2026-03-23 05:12:00,5,0,144.4,292.0,1
115,96,37.8,67,69,505,22,2026-03-23 05:13:00,5,0,139.1,258.4,1
93,98,38.1,50,71,436,67,2026-03-23 05:14:00,5,0,133.0,238.1,1
109,94,38.6,36,31,186,38,2026-03-23 05:15:00,5,0,123.1,154.1,1
94,87,36.1,64,83,103,59,2026-03-23 05:16:00,5,0,153.9,182.9,1
117,89,35.9,76,73,209,15,2026-03-23 05:17:00,5,0,151.1,202.7,1
92,93,37.3,36,70,435,66,2026-03-23 05:18:00,5,0,138.9,228.6,1
123,87,37.3,42,40,142,33,2026-03-23 05:19:00,5,0,147.8,152.0,1
98,97,39.4,79,96,270,53,2026-03-23 05:20:00,5,0,146.8,239.5,1
84,88,35.6,61,32,532,20,2026-03-23 05:21:00,5,0,107.2,230.5,1
84,90,37.1,76,49,374,48,2026-03-23 05:22:00,5,0,121.1,221.3,1
114,91,37.2,33,84,527,32,2026-03-23 05:23:00,5,0,156.3,255.1,1
113,87,37.8,33,83,325,71,2026-03-23 05:24:00,5,0,172.7,215.2,1
84,94,37.9,44,30,128,29,2026-03-23 05:25:00,5,0,99.9,144.4,1
95,91,39.3,63,95,118,34,2026-03-23 05:26:00,5,0,147.2,200.2,1
72,95,38.1,38,98,388,45,2026-03-23 05:27:00,5,0,127.6,241.4,1
84,88,37.6,46,92,377,23,2026-03-23 05:28:00,5,0,138.1,238.0,1
122,93,39.2,58,72,263,22,2026-03-23 05:29:00,5,0,150.7,210.4,1
109,94,36.6,63,60,588,75,2026-03-23 05:30:00,5,0,148.7,264.3,1
64,91,39.5,48,45,308,26,2026-03-23 05:31:00,5,0,95.0,196.1,1
127,97,40.3,64,73,592,66,2026-03-23 05:32:00,5,0,162.4,282.1,1
124,96,37.1,87,43,494,57,2026-03-23 05:33:00,5,0,143.8,246.6,1
121,96,36.7,57,99,536,57,2026-03-23 05:34:00,5,0,169.4,278.4,1
67,95,37.1,36,46,393,28,2026-03-23 05:35:00,5,0,92.5,203.0,1
90,95,36.1,57,42,316,34,2026-03-23 05:36:00,5,0,110.7,193.3,1
88,89,35.7,44,51,180,79,2026-03-23 05:37:00,5,0,136.1,165.1,1
73,98,40.5,59,44,148,39,2026-03-23 05:38:00,5,0,95.1,170.9,1
108,90,37.8,64,49,366,73,2026-03-23 05:39:00,5,0,147.8,215.1,1
119,87,40.4,81,96,252,17,2026-03-23 05:40:00,5,0,167.8,238.9,1
118,98,39.3,52,32,204,34,2026-03-23 05:41:00,5,0,123.6,167.8,1
83,87,40.3,75,37,541,63,2026-03-23 05:42:00,5,0,123.3,252.2,1
79,91,37.5,84,88,246,7,2026-03-23 05:43:00,5,0,122.8,227.8,1
92,91,36.1,53,70,586,24,2026-03-23 05:44:00,5,0,129.3,264.9,1
125,95,37.4,56,44,560,19,2026-03-23 05:45:00,5,0,135.2,245.6,1
70,87,35.6,87,89,348,64,2026-03-23 05:46:00,5,0,139.2,246.6,1
116,91,39.2,41,60,335,49,2026-03-23 05:47:00,5,0,151.0,207.9,1
119,97,36.4,75,88,477,41,2026-03-23 05:48:00,5,0,156.0,267.3,1
71,92,39.9,77,91,500,63,2026-03-23 05:49:00,5,0,133.2,282.0,1
102,95,40.5,55,42,463,7,2026-03-23 05:50:00,5,0,112.2,230.5,1
67,98,40.2,67,65,451,11,2026-03-23 05:51:00,5,0,92.4,249.6,1
82,99,36.5,41,37,588,43,2026-03-23 05:52:00,5,0,98.5,237.0,1
94,96,35.6,47,72,163,35,2026-03-23 05:53:00,5,0,127.7,177.7,1
60,95,36.1,47,51,365,78,2026-03-23 05:54:00,5,0,104.4,204.4,1
89,88,37.4,42,56,432,60,2026-03-23 05:55:00,5,0,135.2,221.4,1
123,85,37.4,30,76,403,36,2026-03-23 05:56:00,5,0,169.7,223.6,1
110,93,37.2,43,67,142,61,2026-03-23 05:57:00,5,0,150.3,171.2,1
99,86,39.3,57,30,530,6,2026-03-23 05:58:00,5,0,117.0,234.1,1
98,94,38.8,38,30,414,21,2026-03-23 05:59:00,5,0,108.7,200.4,1
104,93,36.0,80,98,583,30,2026-03-23 06:00:00,6,0,151.7,297.2,1
93,90,36.6,70,94,314,5,2026-03-23 06:01:00,6,0,137.9,236.8,1
128,97,39.0,89,31,462,46,2026-03-23 06:02:00,6,0,136.2,236.6,1
68,87,37.1,54,77,366,51,2026-03-23 06:03:00,6,0,127.7,228.3,1
106,90,36.0,35,73,414,12,2026-03-23 06:04:00,6,0,139.9,223.4,1
120,89,40.2,64,69,454,64,2026-03-23 06:05:00,6,0,166.2,251.5,1
77,89,36.4,60,61,355,66,2026-03-23 06:06:00,6,0,128.4,216.5,1
79,96,36.6,32,50,504,13,2026-03-23 06:07:00,6,0,98.1,225.0,1
87,86,39.2,46,74,147,39,2026-03-23 06:08:00,6,0,139.3,182.6,1
64,85,38.3,48,51,338,64,2026-03-23 06:09:00,6,0,118.4,203.9,1
62,98,36.3,63,97,287,48,2026-03-23 06:10:00,6,0,115.5,229.4,1
108,98,39.2,37,65,510,15,2026-03-23 06:11:00,6,0,126.4,244.4,1
101,99,39.9,50,77,437,37,2026-03-23 06:12:00,6,0,131.9,246.1,1
69,89,38.2,61,88,252,56,2026-03-23 06:13:00,6,0,132.5,218.9,1
128,98,36.1,42,30,342,37,2026-03-23 06:14:00,6,0,131.5,182.6,1
100,85,37.7,43,86,105,67,2026-03-23 06:15:00,6,0,165.6,178.1,1
91,99,36.7,71,57,112,70,2026-03-23 06:16:00,6,0,123.8,171.2,1
126,89,40.4,63,82,350,14,2026-03-23 06:17:00,6,0,162.5,239.7,1
103,98,37.9,44,82,312,62,2026-03-23 06:18:00,6,0,145.0,217.6,1
93,94,36.0,68,84,263,17,2026-03-23 06:19:00,6,0,130.5,217.4,1
109,85,38.7,61,43,508,54,2026-03-23 06:20:00,6,0,147.4,239.6,1
109,88,39.8,73,82,589,30,2026-03-23 06:21:00,6,0,155.2,291.3,1
66,89,38.8,74,31,139,28,2026-03-23 06:22:00,6,0,93.2,164.1,1
119,94,37.9,73,85,277,50,2026-03-23 06:23:00,6,0,161.7,227.2,1
71,89,37.6,60,30,219,58,2026-03-23 06:24:00,6,0,105.7,170.0,1
103,95,37.6,41,69,256,63,2026-03-23 06:25:00,6,0,143.3,195.2,1
126,99,36.6,41,65,553,48,2026-03-23 06:26:00,6,0,149.2,249.8,1
103,91,38.4,58,72,312,22,2026-03-23 06:27:00,6,0,138.5,218.6,1
86,93,38.0,31,35,508,60,2026-03-23 06:28:00,6,0,114.8,217.6,1
62,85,38.5,30,43,510,76,2026-03-23 06:29:00,6,0,116.4,224.1,1
66,93,39.2,32,61,572,61,2026-03-23 06:30:00,6,0,112.1,251.5,1
126,97,37.6,84,39,549,30,2026-03-23 06:31:00,6,0,133.8,254.3,1
73,90,39.7,44,41,380,36,2026-03-23 06:32:00,6,0,104.7,206.1,1
120,85,37.8,67,95,463,50,2026-03-23 06:33:00,6,0,181.0,268.2,1
109,85,38.3,57,31,569,40,2026-03-23 06:34:00,6,0,137.2,240.6,1
108,95,36.1,69,52,246,62,2026-03-23 06:35:00,6,0,138.5,192.3,1
100,88,40.5,89,56,467,49,2026-03-23 06:36:00,6,0,140.7,258.1,1
121,91,39.5,51,75,202,66,2026-03-23 06:37:00,6,0,167.6,197.4,1
103,87,38.1,66,83,219,74,2026-03-23 06:38:00,6,0,165.6,211.1,1
78,99,37.5,35,41,306,79,2026-03-23 06:39:00,6,0,108.1,182.4,1
93,87,39.8,51,45,438,13,2026-03-23 06:40:00,6,0,120.3,224.2,1
76,87,38.5,83,66,217,23,2026-03-23 06:41:00,6,0,120.2,208.1,1
60,85,38.0,52,84,323,6,2026-03-23 06:42:00,6,0,114.3,225.4,1
79,87,36.3,84,34,212,55,2026-03-23 06:43:00,6,0,116.2,180.8,1
85,88,39.5,76,51,450,45,2026-03-23 06:44:00,6,0,125.0,242.7,1
73,98,38.0,89,98,517,35,2026-03-23 06:45:00,6,0,120.9,292.5,1
75,97,38.5,39,98,370,65,2026-03-23 06:46:00,6,0,133.0,239.1,1
109,99,38.5,65,55,396,33,2026-03-23 06:47:00,6,0,126.1,227.2,1
129,94,40.3,84,81,331,58,2026-03-23 06:48:00,6,0,170.1,245.5,1
83,96,36.5,71,93,571,14,2026-03-23 06:49:00,6,0,123.1,287.8,1
103,92,36.6,80,31,371,78,2026-03-23 06:50:00,6,0,133.3,209.1,1
109,95,36.5,62,96,164,19,2026-03-23 06:51:00,6,0,148.4,204.0,1
68,90,36.5,42,77,483,75,2026-03-23 06:52:00,6,0,130.4,244.5,1
64,99,40.4,64,43,121,29,2026-03-23 06:53:00,6,0,82.9,167.1,1
64,91,37.2,76,46,342,7,2026-03-23 06:54:00,6,0,89.8,213.0,1
120,93,38.8,81,52,543,13,2026-03-23 06:55:00,6,0,136.4,263.1,1
64,87,38.0,71,98,193,59,2026-03-23 06:56:00,6,0,137.4,218.7,1
87,85,38.9,50,76,239,39,2026-03-23 06:57:00,6,0,141.8,203.8,1
112,97,39.3,59,58,341,10,2026-03-23 06:58:00,6,0,126.1,216.9,1
81,92,36.9,87,32,297,58,2026-03-23 06:59:00,6,0,110.2,199.1,1
119,98,38.9,53,32,248,74,2026-03-23 07:00:00,7,0,136.4,176.3,1
128,90,39.6,87,74,136,25,2026-03-23 07:01:00,7,0,161.9,201.7,1
62,88,36.6,71,81,290,68,2026-03-23 07:02:00,7,0,128.5,223.4,1
90,86,37.5,71,82,207,19,2026-03-23 07:03:00,7,0,139.7,209.3,1
79,89,39.3,49,41,481,34,2026-03-23 07:04:00,7,0,110.4,228.0,1
125,87,40.4,35,92,552,17,2026-03-23 07:05:00,7,0,170.6,273.1,1
97,85,40.5,58,38,569,64,2026-03-23 07:06:00,7,0,138.3,250.4,1
94,94,39.6,75,79,470,49,2026-03-23 07:07:00,7,0,138.4,266.0,1
102,95,37.1,84,36,167,47,2026-03-23 07:08:00,7,0,121.2,174.8,1
88,97,37.6,34,65,564,55,2026-03-23 07:09:00,7,0,123.9,250.5,1
82,94,38.7,70,41,115,23,2026-03-23 07:10:00,7,0,102.0,164.1,1
62,86,39.4,62,38,445,31,2026-03-23 07:11:00,7,0,98.9,225.4,1
76,89,38.9,48,57,536,32,2026-03-23 07:12:00,7,0,115.4,248.9,1
117,90,36.4,83,45,450,64,2026-03-23 07:13:00,7,0,150.3,235.8,1
93,89,38.5,37,53,566,31,2026-03-23 07:14:00,7,0,126.7,245.8,1
90,92,35.6,86,73,391,38,2026-03-23 07:15:00,7,0,131.9,243.5,1
60,96,37.1,45,98,100,47,2026-03-23 07:16:00,7,0,117.1,185.3,1
61,94,37.2,77,36,167,28,2026-03-23 07:17:00,7,0,84.2,171.5,1
120,88,40.4,31,55,437,58,2026-03-23 07:18:00,7,0,158.9,222.2,1
105,87,38.6,68,62,536,73,2026-03-23 07:19:00,7,0,156.4,261.8,1
99,87,36.0,77,91,462,55,2026-03-23 07:20:00,7,0,160.7,266.6,1
87,90,36.0,70,59,264,8,2026-03-23 07:21:00,7,0,116.5,201.1,1
75,93,38.0,56,58,353,15,2026-03-23 07:22:00,7,0,104.0,215.2,1
94,98,36.3,44,35,143,13,2026-03-23 07:23:00,7,0,99.6,147.7,1
111,85,37.0,41,95,168,27,2026-03-23 07:24:00,7,0,166.9,194.6,1
119,95,38.9,56,74,468,12,2026-03-23 07:25:00,7,0,143.3,251.2,1
69,97,36.6,74,40,122,32,2026-03-23 07:26:00,7,0,89.3,162.6,1
93,88,38.0,46,57,188,16,2026-03-23 07:27:00,7,0,125.7,176.5,1
71,90,37.3,42,51,190,19,2026-03-23 07:28:00,7,0,103.0,169.3,1
88,86,38.2,60,68,124,11,2026-03-23 07:29:00,7,0,128.7,178.8,1
74,94,40.4,32,66,449,9,2026-03-23 07:30:00,7,0,103.9,232.8,1
60,85,39.7,62,86,193,62,2026-03-23 07:31:00,7,0,132.1,209.2,1
60,93,35.6,47,68,418,54,2026-03-23 07:32:00,7,0,108.7,225.9,1
77,97,35.6,65,76,134,70,2026-03-23 07:33:00,7,0,125.1,183.7,1
77,94,38.8,48,56,155,60,2026-03-23 07:34:00,7,0,116.6,171.8,1
